threads	PDB_ID	chain	atoms	mm_Da	runtime	stdev
12	1HW1	A	1798	27002.6	4.729329466815	0.011417581261846128
12	4MPO	A	1005	17667.9	6.80533897877	0.02318160961841412
12	3BYQ	A	1446	21406.3	3.5431519746799998	0.026231018402730656
12	2J9L	A	1326	21076.5	3.6634640693650002	0.006280554780633888
12	3FR9	B	1647	24817	3.787459015845	0.019869541671519216
12	3ZFZ	A	4504	73286.7	12.98182451725	0.14544691973879906
12	2E2M	J	1932	28760	4.642415523525	0.002699084177636563
12	1OJ5	A	812	14811.8	2.23749363422	0.005412835461113225
12	2HD5	A	2524	41422.9	5.8481745719900005	0.00652601802553264
12	3N84	A	897	13060.9	2.78000497818	0.013686598993945791
12	1RZ4	A	1707	26436.1	4.10975253582	0.016429684482031897
12	1NOU	B	3878	58184.9	8.318808555604999	0.09266574701072434
12	1IXC	A	2211	32319.7	5.95083451271	0.0054524534944079585
12	3UWU	B	1673	28264.7	4.30748796463	0.001162578668274423
12	3HX6	A	3700	61409.9	7.76104402542	0.05401877280246729
12	2APC	A	2810	39725.2	6.086008548735	0.14164679130488517
12	3QV0	A	1441	25875.1	4.230119466785	0.013500815688658404
12	2HQ6	A	1333	20578.9	3.30707502365	0.002344713477670026
12	3FLO	B	1463	23981.2	4.03693497181	0.034680618588963125
12	2DLA	A	1841	26168.3	5.012820959095	0.08662188893482109
12	3KOL	A	1134	17163.9	3.536695957185	0.04876356655375263
12	1RGX	A	652	12504.7	2.910587906835	0.08041365814592448
12	4KG4	A	1022	17377.9	2.77453351021	0.0022550249869253015
12	2B35	E	1905	28554.8	4.210373997685	0.008577220847497362
12	3PYW	A	1360	21916.8	3.42310643196	0.012837592880622235
12	2EI9	A	1659	26717.1	3.861157417295	0.024352111891933842
12	3E54	A	1305	19616.6	3.63047504425	0.005109546741918086
12	2VFK	A	1620	23226.9	4.287012934685	0.10853943027701235
12	3HUG	O	569	10249.4	1.77498245239	0.034650441449430865
12	3M32	E	3306	47148.5	7.712506890295	0.09320640678117434
12	3PAN	B	2532	37656.7	5.0249429941149995	0.05540472976268133
12	2HYI	B	730	10370.5	2.468643426895	0.025817136351551657
12	2Q2B	A	1095	19956.8	3.09319853783	0.039600167336837605
12	2FIA	A	1319	19438.4	2.960946917535	0.03477974798054139
12	3U5E	S	1445	20478.9	4.956143856045	0.07706332086585373
12	1EE0	A	2871	43833.5	5.671284914015001	0.02776094900696671
12	3PE7	A	3019	44261.3	5.8583384752250005	0.016709539562290206
12	3BLE	A	2423	37605.5	5.147400021555	0.05676084676723168
12	1Q23	H	1785	25692.1	4.04050993919	0.003580796249402656
12	3F1X	A	2114	33997.1	6.398131012915	0.008861459190768658
12	1S2Z	A	1513	21577.3	3.92465484142	0.04700840319226229
12	2CAY	A	1077	16893	2.895516395565	0.015712682300056978
12	3G1N	A	3080	45528.5	6.447573423385	0.07337159411474017
12	2IEG	B	6522	97291.2	13.52061104775	0.028240411605855154
12	20GS	A	1630	23246.6	3.73452913761	0.009598186102262091
12	3CE8	A	706	14031.4	2.495020389555	0.020567662073039953
12	1VK6	A	2045	31561.7	4.9254089593899995	0.06781714524011724
12	4EVX	A	789	12260.5	2.56952762604	0.014794892523085697
12	3KEB	A	1407	25615.1	3.3784594535799997	0.054297953522059225
12	1SIO	A	2536	36718.4	5.0827999115	0.022890459193219876
12	3MJ0	A	951	14157.2	2.4680490493800002	0.04222406153409988
12	2HPS	A	1430	21134	3.24389493465	0.0326400367724815
12	3PRN	A	2171	30726.1	4.89561855793	0.008166204784955375
12	2JJQ	A	3215	49093.3	6.221069574355	0.004295606796335234
12	2GP4	A	3877	67696.3	8.31601393223	0.09451464495624504
12	2O8Q	A	945	15090.4	2.858184933665	0.006175862007251886
12	3WAS	A	2729	43939.6	6.65958404541	0.01576292133883449
12	2PJS	A	868	13063.3	2.59330487251	0.05407238358800714
12	2A68	O	769	11521.2	2.40648841858	0.05094913352343553
12	1U2H	A	749	11136.7	2.17362606525	0.00030126567255169895
12	1JQJ	D	2580	38745.6	6.7577944993950005	0.022632351889124463
12	2UX8	C	2145	32214	5.0055824518200005	0.006494829355608531
12	4ILO	A	1656	29875.1	6.522433042525	0.026386287391687975
12	3OV5	A	618	9021.13	1.83167362213	0.007387162432857404
12	4ESH	A	1604	23408.6	3.96446311474	0.07718352367999959
12	3EYT	A	1179	17489.2	3.07028055191	0.008508605772248538
12	1G4T	B	1701	24312.6	4.01223254204	0.0126507980520125
12	2Z86	B	4889	72252.1	10.5554984808	0.057266271767399624
12	4BVS	B	2348	40418.7	5.956333041195	0.02948778968009794
12	4MU6	A	1980	42789.3	9.631024003025	0.14538117066632877
12	3VWA	A	3670	63313.6	10.81647741795	0.06220756824901027
12	2WGS	J	3659	54584.7	8.2887070179	0.08943493819120417
12	1K7C	A	1734	24622.9	3.635971069335	0.08830203090433605
12	4DNJ	A	2691	44672.6	6.2841963768	0.018109657863147957
12	1VLY	A	2466	38110.5	5.27706408501	0.022566771390911556
12	3CK1	A	1110	16900.6	3.0427350997950002	0.04027957453216092
12	3OKI	A	1881	27100.2	4.31990587711	0.01092058562504849
12	1ZY9	A	4223	65668	8.08824455738	0.025322332349795734
12	1UZ5	A	2918	42854.8	8.76802957058	0.05961401982210588
12	4FBB	B	1829	29850.2	4.6443669796	0.0799003095334408
12	2R00	A	2380	37277.9	5.142368078235	0.08584571257136013
12	2PKL	A	2037	29277.3	4.835131645205	0.021348221706584968
12	4B87	A	2314	41376.8	5.857691526415	0.03948687660461532
12	3WCO	A	2661	44473.4	7.245510101315	0.01840333710725216
12	3TG9	A	2551	40384.5	5.346490621565	0.02759202443548975
12	2BE5	C	8828	125437	23.6666095257	0.20109744989489176
12	2VBK	A	3832	55032.4	10.307722568500001	0.0920052216029266
12	2YG2	A	1264	19242.8	3.416395068165	0.04625751494012421
12	1SQ0	B	2071	32084.5	4.988318562505	0.04250341084916116
12	4DNM	A	2268	33960.4	4.70854246616	0.01896962216582285
12	3HGQ	A	2425	38137.6	5.38271856308	0.012263384216806877
12	2OPW	A	2213	32445.8	4.974315047265	0.02763366551542824
12	3EBE	A	1383	22700	3.8578770160699998	0.04505835280851958
12	4NOC	A	907	16370.5	3.3821644783	0.01326041006743838
12	1TR8	A	720	11964.4	3.073112130165	0.019190808822720132
12	1YSL	A	2968	44307.9	5.70578801632	0.021753337217596164
12	3KDR	A	2079	33268.3	6.782513976095	0.06612419063007811
12	4GKI	C	1922	31350.4	5.46797788143	0.04822324395302936
12	2W5P	A	1059	16169.8	2.72528755665	0.0075511979690539065
12	2CKX	A	677	9594.8	2.087540626525	0.016281158986598314
12	3TFZ	A	1300	18799.1	3.61082744598	0.00040798149257745487
12	2D81	A	2355	33510	4.672040581699999	0.01829088931702345
12	3GA5	B	2319	33460.7	5.64108836651	0.08257663441159274
12	1UH3	A	5037	71110.3	10.496076464649999	0.001023156854450788
12	2NWH	A	2268	33326.1	5.18898499012	0.07595856767187475
12	1W94	A	1226	18091.6	3.43664395809	0.003934324014446376
12	3VW4	A	880	14727	3.75702047348	0.03454996335773339
12	1W33	A	1504	21478.6	5.2271505594250005	0.08306452633142633
12	3DJE	A	3427	49429.6	6.7898734808	0.05008647183466373
12	3UDW	B	786	11970.3	2.5025465488450003	0.014133018422239494
12	3R9K	A	1764	26993.8	3.75839948654	0.09606548040172053
12	1TIE	A	1232	19296.6	2.994472980495	0.00946685652450844
12	3ZJM	C	1418	23044.9	3.71095108986	0.009930809033137117
12	3ZPN	A	766	15085.9	2.804329037665	0.00515321087557014
12	4HX3	B	724	11923.4	2.62922286987	0.0070385237030941355
12	3F79	D	1713	28152.2	4.940775513645	0.04460805587533791
12	2VXG	A	1039	15800.2	2.729144334795	0.003230808819520177
12	2VQC	A	580	14191.6	1.69052803516	0.026349703928358403
12	1BCP	B	1528	21943.7	3.907181978225	0.007212505891178121
12	2CH7	A	2328	33398.8	13.82761907575	0.025880188023783536
12	2Q1W	A	2278	36637.2	4.6704185009	0.0029509537392624985
12	4AVR	A	643	10487.9	2.229063510895	0.0038771728937452856
12	2H0R	C	1762	25030.3	4.594864010809999	0.08968225590141822
12	3S3W	C	3209	52622.8	10.19065105915	0.16235320082401228
12	1EUT	A	4534	64649	9.33929502964	0.0239045123589909
12	3C9A	A	1664	25619.1	4.434022426605	0.04694552009428717
12	3CZC	A	682	11908.5	2.0980684757250003	0.04538001755711402
12	2W18	A	2319	39163.8	4.824052095415	0.06091736896189642
12	4NX1	A	4165	36615.4	5.94624745846	0.015900657240386078
12	1KCF	A	1913	30247.8	4.441696047785	0.04307964255961997
12	2QHP	A	2225	33149.8	4.54357457161	0.0009609481454266273
12	3K6Y	A	1616	24141.3	3.779942512515	0.07496137323991542
12	3FPQ	A	2171	33903.5	4.730143427845	0.012286143516290236
12	3U5C	a	769	13538.9	4.149871945385	0.002665872461068386
12	3EMI	A	785	12047.2	3.50459444523	0.0359359203250185
12	3CU2	A	1842	26959.6	4.032871961595	0.07490236765389935
12	1TH1	A	3911	58096.4	10.20170044895	0.01747206034323247
12	3NBC	A	1118	15870.5	2.841747522355	0.008938503636457918
12	3NXA	D	610	11512	2.222931981085	0.001476656981351244
12	3RNV	A	990	18045	2.6764074563999998	0.012171504091020123
12	3WFN	E	1174	20481.6	3.9278854131700003	0.067520768602846
12	1XKU	A	2371	36512.9	5.510346531870001	0.0033621383972738286
12	3ACH	A	1490	22390.2	3.357903957365	0.0855132582288837
12	3M7N	G	1971	28677.6	4.74391913414	0.008306975249401057
12	3HX8	A	969	14188.2	2.88472354412	0.038641410826452685
12	2YWL	A	1345	19246.7	3.207292079925	0.086610762171213
12	3IE7	A	2346	35338.3	5.432760477065	0.0038616628459109863
12	1ZR6	A	3756	55957.4	7.44564950466	0.14068803478742856
12	1S1D	A	2509	37042.2	4.76592552662	0.039579093914270634
12	2B5I	D	977	24573.5	3.10614490509	0.019558497935478623
12	3NZ3	A	793	12738.1	2.974396944045	0.03246757186584393
12	3D2W	A	561	10097.5	1.71224939823	0.01613398219835532
12	2QNL	A	1278	18590.6	3.41405749321	0.05773477614158201
12	1I24	A	3031	45509.5	6.056294441225001	0.012363862301432969
12	3ALP	A	2299	36938.5	7.576069355015	0.012418821794162784
12	3AII	A	3672	63186	8.86282002926	0.08575652983874105
12	1TUL	A	810	12179.9	2.56569314003	0.016185738525650632
12	2HCF	A	1740	26194.9	3.90375185013	0.030336290035296483
12	4IHK	A	2528	21682.6	3.474707961085	0.0015103744631158153
12	3O2Q	A	2506	39647	5.922783970835	0.017317128531072017
12	1EM2	A	1713	26113.1	3.8975598812100003	0.017351014594163792
12	4ILJ	B	1787	29386	5.1714880466499995	0.027778144917575576
12	4BTD	Y	685	11954.4	9.83365905285	0.03845225577440328
12	1OCS	A	1085	18876.8	3.3981685638399997	0.020279040452614472
12	1EJF	A	920	14892.5	2.5116515159599997	0.006301122445076159
12	1XKR	A	1577	22705.5	3.64304494858	0.04215628940791601
12	4BJT	A	2148	23249	4.155610442165	0.07701325040840343
12	3KIF	D	740	12045.3	2.7712489366549997	0.008543166188935613
12	1IK4	E	1161	16937.5	3.42758345604	0.021807790945130214
12	1IO8	A	3007	42890	6.05192053318	0.11051729758391778
12	3HUP	A	993	15146	3.1483874321	0.0619079884887303
12	3S3T	A	1102	15811.4	3.12644195557	0.0010010719439180684
12	2XXP	A	2899	43997.2	5.993206977845	0.0277808423107423
12	4AGH	A	561	16917.8	2.544430494305	0.008823864204116736
12	3U48	A	5049	85485.8	11.8622869253	0.07339637644672482
12	3RMR	A	1842	29676.6	5.52565455437	0.012809270199334196
12	3JS8	A	4119	58477	8.054667592049999	0.059370916793575736
12	1KU8	G	1039	14673.5	2.478991508485	0.00848163179107971
12	1T3W	A	1069	16859.7	4.20973801613	0.0326371707838448
12	3DML	A	749	13315.2	2.142909407615	0.012029890677509801
12	2E24	A	5689	80670.3	11.862727522850001	0.1147259132685335
12	3B9T	A	3223	53558.9	7.096591472625001	0.0721806927651777
12	1Y14	A	1058	21436.7	3.37637293339	0.04821616328270719
12	4AEC	A	2397	45864.7	6.010389447210001	0.01815062460363297
12	1GO3	F	835	12342.2	3.0505110025400004	0.003016534244546162
12	4IDP	B	2951	51760	10.261091589900001	0.10536256939154619
12	3ZCI	A	1329	24940.5	3.859734892845	0.05879468509018863
12	4J3C	A	1549	30101.4	4.32720351219	0.023750929246949343
12	3FHV	A	1053	15842.4	2.909958481785	0.010266466533976986
12	1L8L	A	1732	25086.7	4.47068941593	0.016385851767052324
12	1RLO	C	2129	30573.9	4.7121599912650005	0.0403151464721694
12	3G67	A	1685	24134.3	8.15993106365	0.04041393868695111
12	3NVQ	A	4706	67092.1	12.54676711555	0.04878463998339098
12	1BJA	A	710	10114.6	2.4926675558099998	0.10701843480134268
12	2D9R	A	669	11611.9	2.000108003615	0.009178234911153871
12	1BU3	A	799	11354.7	2.2423360347749997	0.01937608636988219
12	3L4E	A	1586	22963.9	3.4822940826449997	0.04739160233871263
12	4LVP	A	864	14474.7	2.925155043605	0.0648543903765809
12	2NRU	D	2321	34578	5.09933948517	0.09872545230418737
12	2JKR	A	4885	69786.4	16.45557796955	0.0032768331624697692
12	4LK9	A	852	15499.3	2.93521761894	0.0018561472113131396
12	4F7O	A	1636	29541	4.6638354063000005	0.00528706926516394
12	2G38	A	579	10699.1	2.152405023575	0.05412768025046369
12	3ELS	A	1167	18050.3	3.070006012915	0.007674941111288997
12	4I9X	D	712	14330.7	3.4143630266200002	0.07599700560052057
12	4LIM	A	2754	45605.1	7.4480314254749995	0.01025517118196998
12	3LAH	B	1544	21966.4	3.84911441803	0.12730405015908292
12	3ZM6	A	3103	51630.4	6.928598999975	0.0679220065948274
12	3BB9	A	925	16391.6	2.473350524905	0.00012509184942568482
12	3I3F	A	1004	15567.9	2.8437989950149998	0.07101457375467066
12	2HQL	A	880	12829.9	3.1314855813999998	0.04573489402227664
12	4B62	A	948	17076.1	2.459803819655	0.022985205300572888
12	2NNW	D	1821	26760.8	3.852388978005	0.0017082960694748506
12	1POC	A	1064	15274.3	2.9447189569449996	0.024378242938179855
12	1K6M	A	3526	50195	7.406981110575	0.0914770372962036
12	4IVN	A	1763	30341.6	4.94029760361	0.049312824283042914
12	4JBM	A	1332	21897.4	4.19733452797	0.0008675507240513193
12	3CEB	A	1610	23669.7	4.173925042155	0.10663742728993406
12	2AR0	A	3834	61253.6	9.541506052014999	0.04282659288627404
12	2IJE	S	1934	27843.1	5.008129000665	0.002661489190984328
12	2BRF	A	755	11809.3	2.208239555355	0.027382638888725122
12	4FXE	E	601	11160.1	2.1610080003750003	0.014210062853787245
12	1L4U	A	1226	18612.4	2.848217368125	0.03444527059142183
12	4NVS	A	1133	19414.3	3.75925409794	0.015189892793810195
12	1LPB	A	705	10319.7	2.020663499835	0.0002791807266630093
12	4HBQ	A	2685	21699.8	5.672661542895	0.010174586408190548
12	2V7Q	A	3715	55332.2	8.908510446545002	0.00748325724740038
12	1TX4	A	1579	22586.8	3.5386799573900003	0.03338957632450036
12	2I0Z	A	3192	49012.8	7.130709409715	0.008511303179557715
12	3RQI	A	1257	20170.7	3.1949269771599997	0.002863962648755255
12	3HZ4	A	961	16258.5	2.79697358608	0.03595277906590063
12	3UB1	A	1950	30342.8	5.659858942035	0.0073311914168061815
12	1KLF	P	2051	29081.3	6.737231492995	0.022900911610304695
12	3O1Q	C	1664	28651.8	4.258625149725	0.035420380077493104
12	3LMI	C	1986	34482.6	4.689478993414999	0.0029147074527297897
12	2WB0	X	2470	39899.7	6.922270536425	0.10637223932258723
12	1J22	A	1029	16116.7	2.846167087555	0.0034422174129282485
12	4MPT	A	2473	41242.9	5.657258510589999	0.01899946212855762
12	3ATR	A	3568	50828	6.81351494789	0.042593267935375864
12	2AN1	A	2148	32621.2	5.4687119722399995	0.00724200868418584
12	1YKB	E	1146	16402.9	2.68419802189	0.02829992290050001
12	3TEE	A	1364	23655.7	5.06887996197	0.08250380466173014
12	2R44	A	2575	38132.3	6.647227048875	0.0032031604918271207
12	4IR4	A	826	13618.7	2.852688550945	0.037249721888964936
12	2WUX	A	1751	28736.8	5.551497936244999	0.007160243798686414
12	1ZM8	A	1821	28542.9	3.7016415596	0.14852583132319438
12	4BTF	A	2943	53856.8	8.28503191471	0.010979928387862364
12	3D0R	B	2890	43012.8	5.909439921380001	0.09152929938162392
12	2BC4	A	1508	23992.8	4.15152704716	0.08179809782469116
12	3NZN	A	822	11708.3	2.4337666034699996	0.021954799152045373
12	1IOO	A	1625	23125.4	3.867319464685	0.04811501084448581
12	1Q33	A	2324	33314.5	5.57882654667	0.0004870489849101546
12	4NZK	A	2105	39365	4.846794486045	0.028453337431213106
12	3DXR	A	519	10360.8	2.4823580980299997	0.008321305178443351
12	1MG7	A	2769	47213.6	6.654311537745	0.07665955405496207
12	3ZD7	A	4260	79711.8	11.6873424053	0.14905317273741972
12	1DYP	A	2201	31559.3	4.56536400318	0.019821662856182008
12	1WA3	A	1536	22267.1	3.3644659519199998	0.0075547382971437645
12	3M1E	A	704	10937.6	2.324288487435	0.003263346182492743
12	4AK1	A	4026	77740.1	15.2265470028	0.03740145053569089
12	3EXQ	A	1238	17986.7	3.1262619495350004	0.007706129781214048
12	3N98	A	4582	66168	9.522172093390001	0.028834344942620792
12	3HM4	A	1098	16565.9	2.985422968865	0.010148455361944851
12	3V5N	D	2686	46194	6.232718467710001	0.026173530098161004
12	2QRW	H	1041	14932.8	3.3875149488450003	0.043470090971862135
12	1TFH	A	1620	24826.5	4.695454955100001	0.03524370048917038
12	3B0P	A	2446	39607.8	4.91211950779	0.03301261491344906
12	4DZZ	A	1548	22061.3	3.56029355526	0.009422180860463598
12	3KVC	B	4002	61040.2	9.58738064766	0.06233788634586924
12	4FG4	B	1432	23096.3	3.64270591736	0.07093988953949278
12	3AMI	A	3278	49470.8	6.551440000535	0.0535875262452104
12	2XN1	B	10975	84588	16.86275696755	0.0771297443343448
12	1JKV	D	2083	29779.4	6.743361115455	0.10270596926412565
12	2GEY	A	1250	17953.8	4.013880491255	0.006380358518737007
12	4DVG	B	2155	41300.1	6.350289463995001	0.09714595700769804
12	4BOL	B	3385	28943.8	6.3155528307	0.09038661403126659
12	4FEI	A	669	10736	2.620121002195	0.02345758717964263
12	1TKK	C	2705	39519.6	5.068530559539999	0.02941512851156318
12	4GRH	A	2955	49558.6	7.247351050375	0.030545506986591774
12	4IMH	A	4700	39962.2	8.02502954006	0.2016546312718531
12	3I7K	A	8726	127400	21.503434062	0.010038199164332072
12	3LCC	A	1697	26385.8	3.7047239542	0.016485655505154503
12	3NNE	F	4098	59882.8	8.534597992895	0.07040226433900668
12	3RPF	A	1137	16988.4	3.052842497825	0.026394211004004343
12	3CK6	A	1997	29629.1	5.8383001089099995	0.025516545025523873
12	1WMH	B	644	9559	2.1129560470550004	0.05953697538348674
12	4C8V	H	734	13781.7	3.03542745113	0.03553265927932228
12	1R7A	A	3964	56284.7	8.4649668932	0.06739702545353952
12	3E86	B	751	10706.5	2.718968987465	0.014137907457519631
12	4I1L	A	415	10278.9	2.5215344429	0.061364799906440774
12	4G9S	B	1537	12538.8	3.0396864414199998	0.006704046313974574
12	2YAD	A	568	18708.9	1.87200164795	0.03781954727562548
12	3NQH	A	3430	50351.8	7.2236481905	0.004399625223194264
12	3DCM	X	1515	22008.2	3.635357022285	0.041488851918194694
12	1MZP	A	1715	24690.4	4.3349239826199994	0.10036378459122344
12	2IQX	B	1453	20869.4	3.2447634935350003	0.0012210784961657931
12	2QKV	A	702	10320.8	2.0859814882250003	0.033165355090567485
12	1OFU	X	911	13023.1	2.76021754742	0.014833161863332285
12	3IMK	A	1204	17463.3	2.932275533675	0.0030059132390633826
12	4F9F	A	3234	55006.5	7.58729493618	0.038661641307025776
12	2EIJ	E	851	12453.1	2.473427414895	0.004089087238207615
12	1O5E	L	1569	12522.3	2.80512940884	0.04137488683237711
12	2QVW	A	5629	82690.1	15.47105300425	0.037468042528940614
12	3QQZ	A	1864	28621.5	3.89626896381	0.013703626323226508
12	4HV0	A	671	13021.7	3.07147097588	0.003948653943488984
12	4KT3	B	1623	15411.7	3.213197112085	0.059743494941614995
12	1OBB	A	3864	55154.1	7.955468535425	0.07255411383399701
12	3RJ6	A	1197	16983.3	2.945760011675	0.007656565088960137
12	1M56	C	2138	30197.2	6.18177950382	0.09627334865289662
12	2EIJ	H	661	10039.2	2.36459302902	0.016206980536616504
12	3V7P	A	3237	48413.9	6.5482981205	0.0660818751894742
12	3C64	A	1258	20932	4.372994065285	0.017079420303018716
12	2IOJ	A	903	15514.3	2.1707034111	0.02760045380593113
12	3RJT	A	1678	24577.8	3.6842019557950003	0.05217038060800023
12	3Q31	A	1822	26466.4	4.284211993215	0.044112071761861986
12	3N7X	A	2395	37524.4	5.7990809679	0.06131742684922921
12	3O26	A	2256	34082.6	4.7637748718249995	0.018830200387354556
12	3FE6	A	906	13194.8	2.2790679931650004	0.014426360482475453
12	4MAA	A	2500	43723.3	5.62663149834	0.05060555241735037
12	1YKD	A	3027	44928.7	7.9478150606149995	0.08886359550895381
12	1J0W	A	804	12125.4	2.194831013675	0.05573280083507371
12	3ECQ	B	10647	171609	26.91816103455	0.09601675865145988
12	2PY2	A	995	15458.4	2.5688960552199998	0.012852428574861238
12	3UJZ	A	4683	96897.1	11.23582708835	0.023900129088906215
12	4EQ9	A	1920	27728	4.1963390111950005	0.012487436862340854
12	2Y0N	A	1359	24776.7	3.9148426055899996	0.018610362423505424
12	3FXZ	A	2234	33367.2	4.8978195190400005	0.12485177793353602
12	2YVL	B	2022	28697.4	4.80152797699	0.04691787175952368
12	3KLL	A	7962	117767	21.4067760706	0.21940519795279734
12	3L5K	A	1815	27936.1	4.10566353798	0.006062065509832581
12	1V74	B	702	10071.7	2.158266067505	0.010663152674547434
12	3MQ1	A	804	12143.1	2.636171460155	0.00707746738986464
12	3GI1	B	1958	31910.1	4.37870943546	0.02732043014434562
12	2G3N	D	5676	80580.2	12.29643154145	0.12164861749120638
