threads	PDB_ID	chain	atoms	mm_Da	runtime	stdev	speedup	efficiency
12	3KT6	B	3257	50248.1	9.970232129115	0.043529433748817827	4.900012589013462	0.4083343824177885
12	3JQW	A	916	13412.7	2.52787959576	0.002377925194238203	6.66534000717876	0.55544500059823
12	3AKL	D	2263	37653.7	5.060771465305001	0.04732315585893378	6.2891178180048115	0.5240931515004009
12	1S70	B	2270	33363.4	7.789679527285	0.11815110336632348	6.197185571718296	0.5164321309765246
12	3SIG	A	3807	29763.7	5.336879968645	0.0024057421174006025	5.427144174820889	0.45226201456840737
12	4EJ0	J	2311	38252.9	5.69752252102	0.058328372358119024	5.940038393291188	0.49500319944093235
12	2FKN	B	4213	60678.1	8.063089609150001	0.07342655360039892	5.320414139967911	0.4433678449973259
12	4CC9	B	711	13587.4	3.10914301872	0.030153878476771118	7.588216375959095	0.6323513646632579
12	1HW1	A	1798	27002.6	4.729329466815	0.011417581261846128	6.297442426802917	0.5247868689002431
12	4MPO	A	1005	17667.9	6.80533897877	0.02318160961841412	4.374816082193311	0.36456800684944257
12	3BYQ	A	1446	21406.3	3.5431519746799998	0.026231018402730656	6.603399495843836	0.5502832913203196
12	2J9L	A	1326	21076.5	3.6634640693650002	0.006280554780633888	6.8432186088549365	0.570268217404578
12	3FR9	B	1647	24817	3.787459015845	0.019869541671519216	6.408852692518052	0.5340710577098376
12	3ZFZ	A	4504	73286.7	12.98182451725	0.14544691973879906	5.296564242108977	0.44138035350908145
12	2E2M	J	1932	28760	4.642415523525	0.002699084177636563	6.650844338112107	0.554237028176009
12	1OJ5	A	812	14811.8	2.23749363422	0.005412835461113225	7.215755948632361	0.6013129957193634
12	2HD5	A	2524	41422.9	5.8481745719900005	0.00652601802553264	5.805973898996675	0.48383115824972295
12	3N84	A	897	13060.9	2.78000497818	0.013686598993945791	6.613344761395459	0.5511120634496216
12	1RZ4	A	1707	26436.1	4.10975253582	0.016429684482031897	6.492501994849708	0.5410418329041423
12	1NOU	B	3878	58184.9	8.318808555604999	0.09266574701072434	5.16236167305653	0.43019680608804417
12	1IXC	A	2211	32319.7	5.95083451271	0.0054524534944079585	6.1985962600650115	0.5165496883387509
12	3UWU	B	1673	28264.7	4.30748796463	0.001162578668274423	6.180828557657248	0.5150690464714374
12	3HX6	A	3700	61409.9	7.76104402542	0.05401877280246729	5.3922148773	0.44935123977499997
12	2APC	A	2810	39725.2	6.086008548735	0.14164679130488517	5.49733093791893	0.4581109114932442
12	3QV0	A	1441	25875.1	4.230119466785	0.013500815688658404	6.454335423592821	0.5378612852994017
12	2HQ6	A	1333	20578.9	3.30707502365	0.002344713477670026	6.32638943258949	0.5271991193824576
12	3FLO	B	1463	23981.2	4.03693497181	0.034680618588963125	6.6653767326689595	0.5554480610557466
12	2DLA	A	1841	26168.3	5.012820959095	0.08662188893482109	6.4708756286113465	0.5392396357176122
12	3KOL	A	1134	17163.9	3.536695957185	0.04876356655375263	7.261205321997849	0.6051004434998207
12	1RGX	A	652	12504.7	2.910587906835	0.08041365814592448	7.449290891020366	0.6207742409183639
12	4KG4	A	1022	17377.9	2.77453351021	0.0022550249869253015	7.003598276806989	0.5836331897339158
12	2B35	E	1905	28554.8	4.210373997685	0.008577220847497362	6.471573785542969	0.539297815461914
12	3PYW	A	1360	21916.8	3.42310643196	0.012837592880622235	6.591869545429219	0.5493224621191016
12	2EI9	A	1659	26717.1	3.861157417295	0.024352111891933842	5.852859652827101	0.48773830440225846
12	3E54	A	1305	19616.6	3.63047504425	0.005109546741918086	6.273979110963834	0.5228315925803195
12	2VFK	A	1620	23226.9	4.287012934685	0.10853943027701235	6.188671197489501	0.5157225997907917
12	3HUG	O	569	10249.4	1.77498245239	0.034650441449430865	7.542741083199357	0.6285617569332798
12	3M32	E	3306	47148.5	7.712506890295	0.09320640678117434	5.883179498490467	0.4902649582075389
12	3PAN	B	2532	37656.7	5.0249429941149995	0.05540472976268133	5.559489751887256	0.4632908126572713
12	2HYI	B	730	10370.5	2.468643426895	0.025817136351551657	6.835429076840801	0.5696190897367334
12	2Q2B	A	1095	19956.8	3.09319853783	0.039600167336837605	7.1207373852575255	0.5933947821047938
12	2FIA	A	1319	19438.4	2.960946917535	0.03477974798054139	6.693103810198835	0.557758650849903
12	3U5E	S	1445	20478.9	4.956143856045	0.07706332086585373	6.882685324416918	0.5735571103680764
12	1EE0	A	2871	43833.5	5.671284914015001	0.02776094900696671	5.815527080167562	0.48462725668063017
12	3PE7	A	3019	44261.3	5.8583384752250005	0.016709539562290206	5.6962303613941225	0.4746858634495102
12	3BLE	A	2423	37605.5	5.147400021555	0.05676084676723168	6.073399841548718	0.5061166534623932
12	1Q23	H	1785	25692.1	4.04050993919	0.003580796249402656	6.401858497911655	0.5334882081593045
12	3F1X	A	2114	33997.1	6.398131012915	0.008861459190768658	6.564635013430913	0.5470529177859095
12	1S2Z	A	1513	21577.3	3.92465484142	0.04700840319226229	6.670682424018625	0.555890202001552
12	2CAY	A	1077	16893	2.895516395565	0.015712682300056978	6.58809601015149	0.5490080008459575
12	3G1N	A	3080	45528.5	6.447573423385	0.07337159411474017	5.868903778459612	0.4890753148716343
12	2IEG	B	6522	97291.2	13.52061104775	0.028240411605855154	4.508782761874121	0.3757318968228434
12	20GS	A	1630	23246.6	3.73452913761	0.009598186102262091	6.245637307619742	0.5204697756349784
12	3CE8	A	706	14031.4	2.495020389555	0.020567662073039953	7.2557802416111	0.6046483534675916
12	1VK6	A	2045	31561.7	4.9254089593899995	0.06781714524011724	6.3306966508648514	0.5275580542387376
12	4EVX	A	789	12260.5	2.56952762604	0.014794892523085697	6.928828945434676	0.5774024121195563
12	3KEB	A	1407	25615.1	3.3784594535799997	0.054297953522059225	6.490941149674723	0.5409117624728935
12	1SIO	A	2536	36718.4	5.0827999115	0.022890459193219876	5.858490188572515	0.4882075157143762
12	3MJ0	A	951	14157.2	2.4680490493800002	0.04222406153409988	7.065788888973169	0.5888157407477641
12	2HPS	A	1430	21134	3.24389493465	0.0326400367724815	6.826614284423275	0.5688845237019396
12	3PRN	A	2171	30726.1	4.89561855793	0.008166204784955375	6.27261736034523	0.5227181133621025
12	2JJQ	A	3215	49093.3	6.221069574355	0.004295606796335234	6.080036233395062	0.5066696861162552
12	2GP4	A	3877	67696.3	8.31601393223	0.09451464495624504	5.266562233037958	0.43888018608649654
12	2O8Q	A	945	15090.4	2.858184933665	0.006175862007251886	7.447246733456062	0.6206038944546718
12	3WAS	A	2729	43939.6	6.65958404541	0.01576292133883449	6.068884288885306	0.5057403574071088
12	2PJS	A	868	13063.3	2.59330487251	0.05407238358800714	6.952145004705952	0.5793454170588294
12	2A68	O	769	11521.2	2.40648841858	0.05094913352343553	7.310096929276035	0.6091747441063363
12	1U2H	A	749	11136.7	2.17362606525	0.00030126567255169895	7.278848551685125	0.6065707126404271
12	1JQJ	D	2580	38745.6	6.7577944993950005	0.022632351889124463	6.158592937625722	0.5132160781354768
12	2UX8	C	2145	32214	5.0055824518200005	0.006494829355608531	6.849177047914673	0.5707647539928894
12	4ILO	A	1656	29875.1	6.522433042525	0.026386287391687975	6.589708812719523	0.5491424010599603
12	3OV5	A	618	9021.13	1.83167362213	0.007387162432857404	7.394180300527773	0.6161816917106477
12	4ESH	A	1604	23408.6	3.96446311474	0.07718352367999959	6.225317185507118	0.5187764321255931
12	3EYT	A	1179	17489.2	3.07028055191	0.008508605772248538	6.325767237758707	0.5271472698132256
12	1G4T	B	1701	24312.6	4.01223254204	0.0126507980520125	5.850081644125202	0.4875068036771002
12	2Z86	B	4889	72252.1	10.5554984808	0.057266271767399624	5.3003145293863705	0.4416928774488642
12	4BVS	B	2348	40418.7	5.956333041195	0.02948778968009794	5.721326400171037	0.4767772000142531
12	4MU6	A	1980	42789.3	9.631024003025	0.14538117066632877	5.6942493945996695	0.4745207828833058
12	3VWA	A	3670	63313.6	10.81647741795	0.06220756824901027	5.6695110757900045	0.4724592563158337
12	2WGS	J	3659	54584.7	8.2887070179	0.08943493819120417	5.510606161764452	0.45921718014703766
12	1K7C	A	1734	24622.9	3.635971069335	0.08830203090433605	6.253723942915951	0.5211436619096625
12	4DNJ	A	2691	44672.6	6.2841963768	0.018109657863147957	5.4165074476925925	0.45137562064104936
12	1VLY	A	2466	38110.5	5.27706408501	0.022566771390911556	5.942941370929091	0.49524511424409096
12	3CK1	A	1110	16900.6	3.0427350997950002	0.04027957453216092	6.786740461416203	0.565561705118017
12	3OKI	A	1881	27100.2	4.31990587711	0.01092058562504849	5.8921371951229355	0.4910114329269113
12	1ZY9	A	4223	65668	8.08824455738	0.025322332349795734	5.378985160797727	0.4482487633998106
12	1UZ5	A	2918	42854.8	8.76802957058	0.05961401982210588	5.514340259495919	0.4595283549579932
12	4FBB	B	1829	29850.2	4.6443669796	0.0799003095334408	6.092044014421707	0.5076703345351422
12	2R00	A	2380	37277.9	5.142368078235	0.08584571257136013	6.29209035055218	0.524340862546015
12	2PKL	A	2037	29277.3	4.835131645205	0.021348221706584968	5.993216350166489	0.4994346958472074
12	4B87	A	2314	41376.8	5.857691526415	0.03948687660461532	5.97012864495323	0.49751072041276917
12	3WCO	A	2661	44473.4	7.245510101315	0.01840333710725216	5.923809846916118	0.4936508205763432
12	3TG9	A	2551	40384.5	5.346490621565	0.02759202443548975	5.846449224734693	0.4872041020612244
12	2BE5	C	8828	125437	23.6666095257	0.20109744989489176	4.811573717027045	0.4009644764189204
12	2VBK	A	3832	55032.4	10.307722568500001	0.0920052216029266	5.693270463743176	0.47443920531193134
12	2YG2	A	1264	19242.8	3.416395068165	0.04625751494012421	6.175989300889881	0.5146657750741568
12	1SQ0	B	2071	32084.5	4.988318562505	0.04250341084916116	6.015069333539567	0.5012557777949639
12	4DNM	A	2268	33960.4	4.70854246616	0.01896962216582285	5.80626716965687	0.48385559747140583
12	3HGQ	A	2425	38137.6	5.38271856308	0.012263384216806877	6.033314681404668	0.502776223450389
12	2OPW	A	2213	32445.8	4.974315047265	0.02763366551542824	6.019519608355604	0.5016266340296337
12	3EBE	A	1383	22700	3.8578770160699998	0.04505835280851958	6.692079201736678	0.5576732668113898
12	4NOC	A	907	16370.5	3.3821644783	0.01326041006743838	7.142686650751701	0.5952238875626418
12	1TR8	A	720	11964.4	3.073112130165	0.019190808822720132	7.1543009611626305	0.5961917467635526
12	1YSL	A	2968	44307.9	5.70578801632	0.021753337217596164	5.781724862883487	0.48181040524029056
12	3KDR	A	2079	33268.3	6.782513976095	0.06612419063007811	6.288620588520639	0.5240517157100533
12	4GKI	C	1922	31350.4	5.46797788143	0.04822324395302936	6.950264039402279	0.5791886699501899
12	2W5P	A	1059	16169.8	2.72528755665	0.0075511979690539065	6.850072714362569	0.5708393928635475
12	2CKX	A	677	9594.8	2.087540626525	0.016281158986598314	6.796975255216704	0.566414604601392
12	3TFZ	A	1300	18799.1	3.61082744598	0.00040798149257745487	6.771710729454068	0.5643092274545057
12	2D81	A	2355	33510	4.672040581699999	0.01829088931702345	5.6565043756392095	0.4713753646366008
12	3GA5	B	2319	33460.7	5.64108836651	0.08257663441159274	5.5824642226146866	0.4652053518845572
12	1UH3	A	5037	71110.3	10.496076464649999	0.001023156854450788	4.706379868655734	0.39219832238797786
12	2NWH	A	2268	33326.1	5.18898499012	0.07595856767187475	6.166197918633805	0.5138498265528171
12	1W94	A	1226	18091.6	3.43664395809	0.003934324014446376	6.645903924986072	0.5538253270821727
12	3VW4	A	880	14727	3.75702047348	0.03454996335773339	7.798898546435078	0.6499082122029232
12	1W33	A	1504	21478.6	5.2271505594250005	0.08306452633142633	6.201221332070394	0.5167684443391994
12	3DJE	A	3427	49429.6	6.7898734808	0.05008647183466373	5.470164896551779	0.45584707471264824
12	3UDW	B	786	11970.3	2.5025465488450003	0.014133018422239494	6.971583415741928	0.5809652846451606
12	3R9K	A	1764	26993.8	3.75839948654	0.09606548040172053	6.176301694945686	0.5146918079121405
12	1TIE	A	1232	19296.6	2.994472980495	0.00946685652450844	6.399863412670388	0.5333219510558657
12	3ZJM	C	1418	23044.9	3.71095108986	0.009930809033137117	6.041671118480258	0.5034725932066881
12	3ZPN	A	766	15085.9	2.804329037665	0.00515321087557014	7.371242186370488	0.6142701821975406
12	4HX3	B	724	11923.4	2.62922286987	0.0070385237030941355	7.188221588071181	0.5990184656725984
12	3F79	D	1713	28152.2	4.940775513645	0.04460805587533791	6.006609455355705	0.5005507879463088
12	2VXG	A	1039	15800.2	2.729144334795	0.003230808819520177	6.670269080754721	0.5558557567295601
12	2VQC	A	580	14191.6	1.69052803516	0.026349703928358403	7.4746087013896	0.6228840584491333
12	1BCP	B	1528	21943.7	3.907181978225	0.007212505891178121	6.385764773294417	0.5321470644412014
12	2CH7	A	2328	33398.8	13.82761907575	0.025880188023783536	5.712177431631763	0.47601478596931357
12	2Q1W	A	2278	36637.2	4.6704185009	0.0029509537392624985	5.888264603557595	0.49068871696313293
12	4AVR	A	643	10487.9	2.229063510895	0.0038771728937452856	6.978722149197105	0.5815601790997588
12	2H0R	C	1762	25030.3	4.594864010809999	0.08968225590141822	5.822504515761235	0.4852087096467696
12	3S3W	C	3209	52622.8	10.19065105915	0.16235320082401228	5.410537828006934	0.45087815233391115
12	1EUT	A	4534	64649	9.33929502964	0.0239045123589909	5.300853208527272	0.44173776737727266
12	3C9A	A	1664	25619.1	4.434022426605	0.04694552009428717	6.5912667511872165	0.5492722292656014
12	3CZC	A	682	11908.5	2.0980684757250003	0.04538001755711402	6.61628094609886	0.5513567455082383
12	2W18	A	2319	39163.8	4.824052095415	0.06091736896189642	6.08898212625398	0.5074151771878317
12	4NX1	A	4165	36615.4	5.94624745846	0.015900657240386078	5.13801726153061	0.4281681051275508
12	1KCF	A	1913	30247.8	4.441696047785	0.04307964255961997	6.235974672549393	0.5196645560457828
12	2QHP	A	2225	33149.8	4.54357457161	0.0009609481454266273	5.926046352301657	0.49383719602513804
12	3K6Y	A	1616	24141.3	3.779942512515	0.07496137323991542	6.875696501904636	0.572974708492053
12	3FPQ	A	2171	33903.5	4.730143427845	0.012286143516290236	6.098032529235854	0.5081693774363212
12	3U5C	a	769	13538.9	4.149871945385	0.002665872461068386	6.000385273331574	0.5000321061109645
12	3EMI	A	785	12047.2	3.50459444523	0.0359359203250185	7.466430980256468	0.622202581688039
12	3CU2	A	1842	26959.6	4.032871961595	0.07490236765389935	5.937604060179367	0.4948003383482806
12	1TH1	A	3911	58096.4	10.20170044895	0.01747206034323247	5.269063897767408	0.439088658147284
12	3NBC	A	1118	15870.5	2.841747522355	0.008938503636457918	6.862116251038275	0.5718430209198563
12	3NXA	D	610	11512	2.222931981085	0.001476656981351244	7.3914891186775025	0.6159574265564586
12	3RNV	A	990	18045	2.6764074563999998	0.012171504091020123	6.68435032344203	0.5570291936201691
12	3WFN	E	1174	20481.6	3.9278854131700003	0.067520768602846	7.038759931068643	0.5865633275890536
12	1XKU	A	2371	36512.9	5.510346531870001	0.0033621383972738286	5.979729096940823	0.4983107580784019
12	3ACH	A	1490	22390.2	3.357903957365	0.0855132582288837	6.4914716768597005	0.5409559730716417
12	3M7N	G	1971	28677.6	4.74391913414	0.008306975249401057	6.326213639851713	0.5271844699876428
12	3HX8	A	969	14188.2	2.88472354412	0.038641410826452685	6.646705386182544	0.553892115515212
12	2YWL	A	1345	19246.7	3.207292079925	0.086610762171213	6.542618327573925	0.5452181939644938
12	3IE7	A	2346	35338.3	5.432760477065	0.0038616628459109863	6.0921412797459515	0.5076784399788293
12	1ZR6	A	3756	55957.4	7.44564950466	0.14068803478742856	5.178020268932942	0.43150168907774517
12	1S1D	A	2509	37042.2	4.76592552662	0.039579093914270634	6.126529631539935	0.5105441359616613
12	2B5I	D	977	24573.5	3.10614490509	0.019558497935478623	6.900650370311344	0.5750541975259453
12	3NZ3	A	793	12738.1	2.974396944045	0.03246757186584393	7.185138621422908	0.5987615517852424
12	3D2W	A	561	10097.5	1.71224939823	0.01613398219835532	6.786173792270874	0.5655144826892394
12	2QNL	A	1278	18590.6	3.41405749321	0.05773477614158201	6.649978368804086	0.5541648640670072
12	1I24	A	3031	45509.5	6.056294441225001	0.012363862301432969	5.653723377033199	0.47114361475276656
12	3ALP	A	2299	36938.5	7.576069355015	0.012418821794162784	6.092936165268065	0.5077446804390054
12	3AII	A	3672	63186	8.86282002926	0.08575652983874105	5.475394335802822	0.4562828613169018
12	1TUL	A	810	12179.9	2.56569314003	0.016185738525650632	6.463788379777204	0.5386490316481004
12	2HCF	A	1740	26194.9	3.90375185013	0.030336290035296483	6.238483235310922	0.5198736029425769
12	4IHK	A	2528	21682.6	3.474707961085	0.0015103744631158153	5.865331069617752	0.4887775891348127
12	3O2Q	A	2506	39647	5.922783970835	0.017317128531072017	6.385755707280659	0.532146308940055
12	1EM2	A	1713	26113.1	3.8975598812100003	0.017351014594163792	6.535666626754132	0.5446388855628443
12	4ILJ	B	1787	29386	5.1714880466499995	0.027778144917575576	6.717443548516648	0.5597869623763874
12	4BTD	Y	685	11954.4	9.83365905285	0.03845225577440328	4.00761011745453	0.33396750978787754
12	1OCS	A	1085	18876.8	3.3981685638399997	0.020279040452614472	6.750020802714366	0.5625017335595305
12	1EJF	A	920	14892.5	2.5116515159599997	0.006301122445076159	6.716099521295471	0.5596749601079559
12	1XKR	A	1577	22705.5	3.64304494858	0.04215628940791601	6.603546830180351	0.5502955691816959
12	4BJT	A	2148	23249	4.155610442165	0.07701325040840343	5.942400852877996	0.4952000710731663
12	3KIF	D	740	12045.3	2.7712489366549997	0.008543166188935613	6.854714566270261	0.5712262138558551
12	1IK4	E	1161	16937.5	3.42758345604	0.021807790945130214	6.451929237559584	0.537660769796632
12	1IO8	A	3007	42890	6.05192053318	0.11051729758391778	5.5941688833710685	0.4661807402809224
12	3HUP	A	993	15146	3.1483874321	0.0619079884887303	6.549783670094711	0.545815305841226
12	3S3T	A	1102	15811.4	3.12644195557	0.0010010719439180684	6.691029865365312	0.557585822113776
12	2XXP	A	2899	43997.2	5.993206977845	0.0277808423107423	5.929005970076977	0.4940838308397481
12	4AGH	A	561	16917.8	2.544430494305	0.008823864204116736	7.173683098439563	0.5978069248699636
12	3U48	A	5049	85485.8	11.8622869253	0.07339637644672482	4.833060804369313	0.40275506703077607
12	3RMR	A	1842	29676.6	5.52565455437	0.012809270199334196	6.598922928725738	0.5499102440604782
12	3JS8	A	4119	58477	8.054667592049999	0.059370916793575736	5.231420428496615	0.4359517023747179
12	1KU8	G	1039	14673.5	2.478991508485	0.00848163179107971	6.444306085103585	0.5370255070919654
12	1T3W	A	1069	16859.7	4.20973801613	0.0326371707838448	6.639708078210926	0.5533090065175772
12	3DML	A	749	13315.2	2.142909407615	0.012029890677509801	6.7256370943560535	0.5604697578630045
12	2E24	A	5689	80670.3	11.862727522850001	0.1147259132685335	4.779338426204438	0.3982782021837032
12	3B9T	A	3223	53558.9	7.096591472625001	0.0721806927651777	5.6955284485678925	0.474627370713991
12	1Y14	A	1058	21436.7	3.37637293339	0.04821616328270719	6.65641205759364	0.5547010047994699
12	4AEC	A	2397	45864.7	6.010389447210001	0.01815062460363297	6.167054289935584	0.5139211908279654
12	1GO3	F	835	12342.2	3.0505110025400004	0.003016534244546162	7.185912947797197	0.5988260789830998
12	4IDP	B	2951	51760	10.261091589900001	0.10536256939154619	5.671662952437125	0.47263857936976045
12	3ZCI	A	1329	24940.5	3.859734892845	0.05879468509018863	6.9206214207916315	0.5767184517326359
12	4J3C	A	1549	30101.4	4.32720351219	0.023750929246949343	6.420213038221476	0.535017753185123
12	3FHV	A	1053	15842.4	2.909958481785	0.010266466533976986	6.552938180170531	0.5460781816808776
12	1L8L	A	1732	25086.7	4.47068941593	0.016385851767052324	5.900658032461955	0.4917215027051629
12	1RLO	C	2129	30573.9	4.7121599912650005	0.0403151464721694	5.963937226706009	0.4969947688921674
